Id,Station,Address,Latitude,Longitude
1499,Leatherhead,"Leatherhead, Surrey, UK",51.296407,-0.33112
1500,Lebanon Road,"Lebanon Road, Croydon, Greater London CR0, UK",51.3752,-0.08498
1501,Ledbury,"Ledbury, Herefordshire HR8, UK",52.033882,-2.423574
1502,Lee,"Lee, FL, USA",26.6630286,-81.9534815
1503,Leeds,"Leeds, West Yorkshire, UK",53.801279,-1.548567
1504,Leicester,"Leicester, UK",52.6368778,-1.1397592
1505,Leicester Square,"Leicester Square, London, UK",51.5108877,-0.1299365
1506,Leigh (Kent),"Leigh, Kent TN11, UK",51.198733,0.218376
1507,Leigh-On-Sea,"Leigh-on-Sea, UK",51.5474028,0.6472769
1508,Leighton Buzzard,"Leighton Buzzard, Central Bedfordshire LU7, UK",51.9196839,-0.660657
1509,Lelant,"Lelant, Cornwall TR26, UK",50.183852,-5.4404009
1510,Lelant Saltings,"Lelant Saltings, Saint Ives, Cornwall TR26, UK",50.1792917,-5.4414356
1511,Lenham,"Lenham, Kent ME17, UK",51.239256,0.720655
1512,Lenzie,"Lenzie, Kirkintilloch, East Dunbartonshire G66, UK",55.9235791,-4.1556413
1513,Leominster,"Leominster, Herefordshire HR6, UK",52.2257,-2.742772
1514,Letchworth,"Letchworth Garden City, Hertfordshire, UK",51.979074,-0.226624
1515,Leuchars,"Leuchars, Fife KY16, UK",56.380807,-2.882275
1516,Levenshulme,"Levenshulme, Manchester M12, UK",53.451102,-2.192753
1517,Lewes,"Lewes, East Sussex, UK",50.873872,0.00878
1518,Lewisham,"Lewisham, London SE13, UK",51.461345,-0.011867
1519,Lewisham (Underground),"Lewisham, London SE13, UK",51.461345,-0.011867
1520,Leyland,"Leyland, Lancashire, UK",53.697931,-2.695478
1521,Leyton,"Leyton, London E10, UK",51.561948,-0.013139
1522,Leyton Midland Road,"Leyton Midland Road, London E10, UK",51.5693762,-0.007132
1523,Leytonstone,"Leytonstone, London E11, UK",51.56833,0.00822
1524,Leytonstone High Road,"Leytonstone High Road, London E11, UK",51.5637491,0.0081512
1525,Lichfield City,"Lichfield, Staffordshire, UK",52.681602,-1.831672
1526,Lichfield Trent Valley,"Lichfield Trent Valley, Lichfield, Staffordshire WS13, UK",52.6869091,-1.8002218
1527,Lidlington,"Lidlington, Central Bedfordshire MK43, UK",52.039141,-0.556569
1528,Limehouse,"Limehouse, London E14, UK",51.513239,-0.035239
1529,Lincoln Central,"Lincoln, Hillsboro, MO 63050, USA",38.2564031,-90.6155488
1530,Lingfield,"Lingfield, Surrey RH7, UK",51.176981,-0.014126
1531,Lingwood,"Lingwood, Norfolk NR13, UK",52.625179,1.491635
1532,Linlithgow,"Linlithgow, West Lothian EH49, UK",55.9716266,-3.6025847
1533,Liphook,"Liphook, Hampshire, UK",51.07661,-0.801777
1534,Liskeard,"Liskeard, Cornwall PL14, UK",50.45552,-4.464719
1535,Liss,"Liss, Hampshire GU33, UK",51.0427301,-0.8917764
1536,Lisvane and Thornhill,"Thornhill, Llanishen, Cardiff CF14, UK",51.5426906,-3.1919796
1537,Littleborough,"Littleborough, UK",53.646141,-2.093367
1538,Littlehampton,"Littlehampton, West Sussex, UK",50.811057,-0.5386609
1539,Littlehaven,"Littlehaven, Horsham, West Sussex RH12, UK",51.0797455,-0.3079537
1540,Little Kimble,"Little Kimble, Buckinghamshire HP17, UK",51.757024,-0.803654
1541,Littleport,"Littleport, Cambridgeshire, UK",52.456703,0.3073659
1542,Little Sutton,"Little Sutton, Ellesmere Port, Cheshire West and Chester CH66, UK",53.285023,-2.9443229
1543,Liverpool Central,"Liverpool Central, Liverpool, Merseyside L1, UK",53.4046152,-2.979168
1544,Liverpool James Street,"Liverpool James Street, Liverpool, Merseyside L2, UK",53.4047793,-2.9919575
1545,Liverpool Lime Street,"Liverpool Lime Street, Liverpool, Merseyside L1, UK",53.4082224,-2.9777465
1546,Liverpool South Parkway,"Liverpool South Parkway, Liverpool, Merseyside L19, UK",53.3577587,-2.8891275
1547,Liverpool Street,"Liverpool Street, London EC2M, UK",51.51737,-0.08316
1548,Liverpool Street (Underground),"Liverpool, Merseyside, UK",53.4083714,-2.9915726
1549,Livingston North,"Livingston North, Deans, Livingston, West Lothian EH54, UK",55.9013778,-3.5443459
1550,Livingston South,"Livingston South, Livingston, West Lothian EH54, UK",55.8716873,-3.501565
1551,Llanaber,"Llanaber, Gwynedd LL42, UK",52.74035,-4.074871
1552,Llanbedr,"Llanbedr, Gwynedd LL45, UK",52.819718,-4.101435
1553,Llanbister Road,"Llanbister Road, Llandrindod Wells, Powys LD1, UK",52.3364359,-3.2134224
1554,Llanbradach,"Llanbradach, Caerphilly, UK",51.604076,-3.231232
1555,Llandaf,"Llandaff, Cardiff, UK",51.4944589,-3.2239582
1556,Llandanwg,"Llandanwg, Gwynedd LL46, UK",52.834564,-4.12546
1557,Llandecwyn,"Llandecwyn, Talsarnau, Gwynedd LL47, UK",52.9206986,-4.0570418
1558,Llandeilo,"Llandeilo, Carmarthenshire SA19, UK",51.88469,-3.99143
1559,Llandovery,"Llandovery, Carmarthenshire SA20, UK",51.997395,-3.797508
1560,Llandrindod,"Llandrindod Wells, Powys LD1, UK",52.2417,-3.377742
1561,Llandudno,"Llandudno, Conwy, UK",53.324061,-3.827609
1562,Llandudno Junction,"Llandudno Junction, Conwy, UK",53.286781,-3.807032
1563,Llandybie,"Llandybie, Carmarthenshire, UK",51.8208259,-4.007789
1564,Llanelli,"Llanelli, Carmarthenshire, UK",51.680886,-4.160248
1565,Llanfairfechan,"Llanfairfechan, Conwy, UK",53.252813,-3.975109
1566,Llanfairpwll,"Llanfairpwllgwyngyll, Isle of Anglesey LL61, UK",53.2246219,-4.197995
1567,Llangadog,"Llangadog, Carmarthenshire SA19, UK",51.938106,-3.882859
1568,Llangammarch,"Llangammarch, Llangammarch Wells, Powys LD4, UK",52.1143062,-3.5548257
1569,Llangennech,"Llangennech, Carmarthenshire, UK",51.696162,-4.083864
1570,Llangynllo,"Llangynllo, Knighton, Powys LD7, UK",52.3496363,-3.1613703
1571,Llanharan,"Llanharan, Rhondda Cynon Taff CF72, UK",51.538648,-3.439496
1572,Llanhilleth,"Llanhilleth, Blaenau Gwent NP13, UK",51.698253,-3.128681
1573,Llanishen,"Llanishen, Cardiff, UK",51.529552,-3.190499
1574,Llanrwst,"Llanrwst, Conwy LL26, UK",53.137033,-3.795732
1575,Llansamlet,"Llansamlet, Swansea, UK",51.664173,-3.900516
1576,Llantwit Major,"Llantwit Major, Vale of Glamorgan, UK",51.409259,-3.485246
1577,Llanwrda,"Llanwrda, Carmarthenshire SA19, UK",51.968201,-3.874428
1578,Llanwrtyd,"Llanwrtyd, Powys LD5, UK",52.115551,-3.6619324
1579,Lloyd Park,"Lloyd Park, Croydon, Greater London CR0, UK",51.36428,-0.08075
1580,Llwynypia,"Llwynypia, Tonypandy, Rhondda Cynon Taff CF40, UK",51.632965,-3.454214
1581,Lochailort,"Lochailort, Highland PH38, UK",56.878871,-5.665676
1582,Loch Awe,"Loch Awe, Argyll and Bute, UK",56.297453,-5.2276149
1583,Loch Eil Outward Bound,"Loch Eil Outward Bound, Fort William, Highland PH33, UK",56.8552495,-5.191563
1584,Locheilside,"Locheilside, Highland, UK",56.8553883,-5.2900224
1585,Lochgelly,"Lochgelly, Fife, UK",56.130163,-3.306033
1586,Lochluichart,"Lochluichart, Garve, Highland IV23, UK",57.6217377,-4.8090439
1587,Lochwinnoch,"Lochwinnoch, Renfrewshire PA12, UK",55.7958077,-4.6302458
1588,Lockerbie,"Lockerbie, Dumfries and Galloway DG11, UK",55.122245,-3.349008
1589,Lockwood,"Lockwood, Huddersfield, West Yorkshire HD1, UK",53.6343627,-1.7964201
1590,London Bridge,"London Bridge, King William Street, London EC4R 9, UK",51.5090007,-0.0871294
1591,London Bridge (Underground),"Putney Bridge Underground Station, London SW6 3UH, UK",51.4679001,-0.2093064
1592,London City Airport,"London City Airport (LCY), Hartmann Road, London E16 2PX, UK",51.5032573,0.0495537
1593,London Fields,"London Fields, London E8, UK",51.5411524,-0.0577262
1594,London Road Brighton,"London Road (Brighton), Brighton, The City of Brighton and Hove BN1, UK",50.8366554,-0.1364745
1595,London Road Guildford,"London Road (Guildford), Guildford, Surrey GU1, UK",51.2406442,-0.5650477
1596,Longbeck,"Longbeck, Marske-by-the-Sea, Redcar and Cleveland TS11, UK",54.5892295,-1.0304879
1597,Longbridge,"Longbridge, Warwick CV34, UK",52.261545,-1.606739
1598,Long Buckby,"Long Buckby, Northamptonshire, UK",52.303646,-1.0799049
1599,Longcross,"Longcross, Surrey KT16, UK",51.377773,-0.586088
1600,Long Eaton,"Long Eaton, Derbyshire, UK",52.898446,-1.269778
1601,Longfield,"Longfield, Kent, UK",51.3983789,0.3020645
1602,Longniddry,"Longniddry, East Lothian EH32, UK",55.973847,-2.896881
1603,Longport,"Longport, NJ, USA",39.3142827,-74.5248756
1604,Long Preston,"Long Preston, North Yorkshire BD23, UK",54.019551,-2.251501
1605,Longton,"Longton, Lancashire PR4, UK",53.729954,-2.796837
1606,Looe,"Looe, Cornwall, UK",50.3562269,-4.455232
1607,Lostock Gralam,"Lostock Gralam, Cheshire West and Chester, UK",53.270614,-2.4658509
1608,Lostock Hall,"Lostock Hall, Lancashire, UK",53.7389408,-2.6827831
1609,Lostock Parkway,"Parkway, Westhoughton, Bolton, Greater Manchester BL5, UK",53.5368816,-2.5314349
1610,Lostwithiel,"Lostwithiel, Cornwall PL22, UK",50.406021,-4.6750679
1611,Loughborough,"Loughborough, Leicestershire, UK",52.772099,-1.206166
1612,Loughborough Junction,"Loughborough Junction, London SW9, UK",51.4662967,-0.1021562
1613,Loughton,"Loughton, Essex, UK",51.655942,0.068161
1614,Lowdham,"Lowdham, Nottinghamshire NG14, UK",53.011393,-1.005986
1615,Lower Sydenham,"Lower Sydenham, London SE26, UK",51.4248284,-0.0333194
1616,Lowestoft,"Lowestoft, Suffolk, UK",52.481138,1.753449
1617,Loxdale,"Loxdale, Shrewsbury, Shropshire SY3 6AE, UK",52.6958682,-2.7729697
1618,Ludlow,"Ludlow, Shropshire SY8, UK",52.367749,-2.7139129
1619,Luton,"Luton, UK",51.8786707,-0.4200255
1620,Luton Airport Parkway,"Luton Airport Parkway, Luton LU1, UK",51.8724441,-0.3958563
1621,Luxulyan,"Luxulyan, Cornwall PL30, UK",50.390381,-4.746063
1622,Lydney,"Lydney, Gloucestershire, UK",51.72913,-2.530504
1623,Lye,"Lye, Stourbridge, West Midlands DY9, UK",52.458507,-2.117488
1624,Lymington Pier,"Lymington Pier, Lymington, Hampshire SO41, UK",50.7582892,-1.5294382
1625,Lymington Town,"Lymington, Hampshire, UK",50.758531,-1.5419099
1626,Lympstone Commando,"Lympstone Commando, Exmouth, Devon EX8, UK",50.6622244,-3.4408531
1627,Lympstone Village,"Lympstone, Devon, UK",50.6481939,-3.429485
1628,Lytham,"Lytham, Lancashire FY8, UK",53.7390947,-2.9679611
1629,Macclesfield,"Macclesfield, Cheshire East, UK",53.258663,-2.119287
1630,Machynlleth,"Machynlleth, Powys SY20, UK",52.590273,-3.853485
1631,Maesteg,"Maesteg, Bridgend, UK",51.608562,-3.660466
1632,Maesteg (Ewenny Road),"Maesteg (Ewenny Road), Maesteg, Bridgend CF34, UK",51.6053431,-3.6490063
1633,Maida Vale,"Maida Vale, London W9, UK",51.527928,-0.183626
1634,Maidenhead,"Maidenhead, Windsor and Maidenhead, UK",51.522414,-0.7219
1635,Maiden Newton,"Maiden Newton, Dorset DT2, UK",50.77746,-2.572811
1636,Maidstone Barracks,"Maidstone Barracks, Maidstone, Kent ME16, UK",51.2771669,0.5139901
1637,Maidstone East,"Maidstone East, Maidstone, Kent ME14, UK",51.2778276,0.5213246
1638,Maidstone West,"Maidstone West, Maidstone, Kent ME16, UK",51.2704637,0.5158038
1639,Malden Manor,"Malden Manor, New Malden, Greater London KT3, UK",51.3847272,-0.2612504
1640,Mallaig,"Mallaig, Highland, UK",57.003813,-5.827173
1641,Malton,"Malton, North Yorkshire YO17, UK",54.136836,-0.797897
1642,Malvern Link,"Malvern Link, Worcestershire WR14, UK",52.127751,-2.31528
1643,Manchester Airport,"Manchester Airport (MAN), Manchester, Greater Manchester M90 1QX, UK",53.362564,-2.2733545
1644,Manchester Piccadilly,"Manchester Piccadilly, Manchester M1, UK",53.4773757,-2.2309076
1645,Manchester Victoria,"Manchester Victoria, Manchester M3, UK",53.4874824,-2.2425967
1646,Manea,"Manea, Cambridgeshire, UK",52.484755,0.180177
1647,Manningtree,"Manningtree, Essex, UK",51.945407,1.062086
1648,Manorbier,"Manorbier, Pembrokeshire SA70, UK",51.646019,-4.797414
1649,Manor House,"Manor House, Harringay, London N4, UK",51.57074,-0.09609
1650,Manor Park,"Manor Park, London E12, UK",51.552476,0.0463684
1651,Manor Road,"Manor Road, Derby DE22 3HZ, UK",52.9108746,-1.5055853
1652,Manors,"Manors, Newcastle upon Tyne, Tyne and Wear NE1, UK",54.9727703,-1.604754
1653,Mansfield Town,"Mansfield, Nottinghamshire, UK",53.147195,-1.198674
1654,Mansfield Woodhouse,"Mansfield Woodhouse, Nottinghamshire, UK",53.166472,-1.189765
1655,Mansion House,"Mansion House, London EC4N, UK",51.51212,-0.09398
1656,Marble Arch,"Marble Arch, London W1H, UK",51.5132338,-0.1599778
1657,March,"March, Cambridgeshire, UK",52.551716,0.088622
1658,Marden,"Marden, Kent TN12, UK",51.173613,0.490709
1659,Margate,"Margate, Kent, UK",51.389646,1.3868339
1660,Market Harborough,"Market Harborough, Leicestershire LE16, UK",52.475769,-0.921517
1661,Market Rasen,"Market Rasen, Lincolnshire LN8, UK",53.387762,-0.333285
1662,Markinch,"Markinch, Fife KY7, UK",56.203595,-3.1317689
1663,Marks Tey,"Marks Tey, Essex, UK",51.878823,0.793001
1664,Marlow,"Marlow, Buckinghamshire SL7, UK",51.574545,-0.780072
1665,Marple,"Marple, UK",53.397349,-2.061683
1666,Marsden,"Marsden, West Yorkshire HD7, UK",53.599752,-1.930075
1667,Marske,"Marske, North Yorkshire DL11, UK",54.397237,-1.838557
1668,Marston Green,"Marston Green, West Midlands, UK",52.466561,-1.744538
1669,Martin Mill,"Martin Mill, Dover, Kent CT15, UK",51.170684,1.3482482
1670,Martins Heron,"Martins Heron, Winkfield Row, Bracknell Forest RG12, UK",51.4074108,-0.7243792
1671,Marton,"Marton, New Zealand",-40.0688751,175.3776327
1672,Maryhill,"Maryhill, Glasgow, Glasgow City G20, UK",55.898174,-4.302859
1673,Maryland,"Maryland, USA",39.0457549,-76.6412712
1674,Marylebone,"Marylebone, London W1G, UK",51.5188746,-0.1498955
1675,Marylebone (Underground),"Marylebone, London W1G, UK",51.5188746,-0.1498955
1676,Maryport,"Maryport, Cumbria, UK",54.714441,-3.49494
1677,Matlock,"Matlock, Derbyshire DE4, UK",53.137156,-1.551774
1678,Matlock Bath,"Matlock Bath, Derbyshire DE4, UK",53.121576,-1.562861
1679,Mauldeth Road,"Mauldeth Road, Manchester M14, UK",53.4330758,-2.2092497
1680,Maxwell Park,"Maxwell Park, Glasgow, Glasgow City G41, UK",55.8377227,-4.2886773
1681,Maybole,"Maybole, South Ayrshire, UK",55.35302,-4.679055
1682,Maze Hill,"Maze Hill, London SE10, UK",51.4826234,0.0029402
1683,Meadowhall,"Meadowhall, Rotherham, South Yorkshire S61, UK",53.424382,-1.410105
1684,Meldreth,"Meldreth, Cambridgeshire SG8, UK",52.099618,0.006113
1685,Melksham,"Melksham, Wiltshire, UK",51.370447,-2.137629
1686,Melton,"Melton, Suffolk, UK",52.104856,1.330878
1687,Melton Mowbray,"Melton Mowbray, Leicestershire, UK",52.766404,-0.887126
1688,Menheniot,"Menheniot, Cornwall PL14, UK",50.4413089,-4.410956
1689,Menston,"Menston, West Yorkshire, UK",53.889701,-1.737277
1690,Meols,"Meols, Merseyside, UK",53.4001944,-3.1567246
1691,Meols Cop,"Meols Cop, Southport, Merseyside PR9, UK",53.6462862,-2.9758021
1692,Meopham,"Meopham, Kent, UK",51.370723,0.3604859
1693,Merryton,"Merryton, Larkhall, South Lanarkshire ML9, UK",55.7487022,-3.9782419
1694,Merstham,"Merstham, Surrey, UK",51.259521,-0.15567
1695,Merthyr Tydfil,"Merthyr Tydfil, UK",51.74873,-3.381646
1696,Merthyr Vale,"Merthyr Vale, Merthyr Tydfil CF48, UK",51.686475,-3.336052
1697,Merton Park,"Merton Park, London SW19, UK",51.411406,-0.208017
1698,Metheringham,"Metheringham, Lincolnshire LN4, UK",53.140035,-0.408263
1699,MetroCentre,"Metrocentre, Tyne and Wear NE11, UK",54.9574158,-1.66857
1700,Mexborough,"Mexborough, South Yorkshire, UK",53.493099,-1.280452
1701,Micheldever,"Micheldever, Hampshire SO21, UK",51.1485692,-1.2669602
1702,Micklefield,"Micklefield, LS25, UK",53.8000329,-1.3355459
1703,Middlesbrough,"Middlesbrough, UK",54.574227,-1.234956
1704,Middlewood,"Middlewood, Cornwall PL15, UK",50.551863,-4.436357
1705,Midgham,"Midgham, West Berkshire RG7, UK",51.406611,-1.201798
1706,Mile End,"Mile End SA 5031, Australia",-34.924335,138.5611232
1707,Milford Haven,"Milford Haven, Pembrokeshire, UK",51.714306,-5.042697
1708,Milford (Surrey),"Milford, Surrey, UK",51.173466,-0.650139
1709,Millbrook (Bedfordshire),"Millbrook, Central Bedfordshire MK45, UK",52.038861,-0.524604
1710,Millbrook (Hampshire),"Millbrook, Southampton SO15, UK",50.916319,-1.449829
1711,Millfield,"Millfield School, Butleigh Road, Street, Somerset BA16 0YD, UK",51.1243675,-2.7291871
1712,Mill Hill Broadway,"Mill Hill Broadway, London NW7, UK",51.613094,-0.2492157
1713,Mill Hill East,"Mill Hill, Doncaster, Nottinghamshire DN10 4RA, UK",53.4074803,-0.9059031
1714,Mill Hill (Lancashire),"Mill Hill, Blackburn, Blackburn with Darwen BB2, UK",53.7374936,-2.5009666
1715,Milliken Park,"Millikenpark, Johnstone, Renfrewshire PA10, UK",55.826291,-4.53446
1716,Millom,"Millom, Cumbria LA18, UK",54.212073,-3.272847
1717,Mills Hill,"Mills Hill, Old Perlican, NL A0A 3G0, Canada",48.0797397,-53.0104416
1718,Milngavie,"Milngavie, East Dunbartonshire, UK",55.943304,-4.316987
1719,Milnrow,"Milnrow OL16, UK",53.610711,-2.11657
1720,Milton Keynes Central,"Milton Keynes Central, Milton Keynes MK9, UK",52.0342971,-0.7741255
1721,Minffordd,"Minffordd, Gwynedd LL48, UK",52.924667,-4.0904049
1722,Minster,"Minster on Sea, UK",51.4211991,0.7976003
1723,Mirfield,"Mirfield, West Yorkshire, UK",53.680122,-1.696713
1724,Mistley,"Mistley, Essex, UK",51.945625,1.0773489
1725,Mitcham,"Mitcham, Greater London, UK",51.402869,-0.166709
1726,Mitcham Eastfields,"Mitcham Eastfields, Mitcham, Greater London CR4, UK",51.4077365,-0.1546203
1727,Mitcham Junction,"Mitcham Junction, Mitcham, Greater London CR4, UK",51.3929474,-0.1577311
1728,Mitcham Junction (Tram),"Mitcham Junction, Mitcham, Greater London CR4, UK",51.3929474,-0.1577311
1729,Mobberley,"Mobberley, Cheshire East, UK",53.312837,-2.318855
1730,Monifieth,"Monifieth, Angus DD5, UK",56.480177,-2.819282
1731,Monks Risborough,"Monks Risborough, Buckinghamshire HP27, UK",51.7391771,-0.81559
1732,Montpelier,"Montpelier, VT, USA",44.2600593,-72.5753869
1733,Montrose,"Montrose, Angus, UK",56.706922,-2.466115
1734,Monument,"Monument to the Great Fire of London, Fish Street Hill, London EC3R 6DB, UK",51.5102167,-0.0859829
1735,Moorfields,"Moorfields, Ballymena BT42, UK",54.82724,-6.1641
1736,Moorgate,"Moorgate, London EC2Y, UK",51.5184914,-0.0889173
1737,Moorgate (Underground),"Moorgate Underground Station, Moorgate, London EC2M 6TX, UK",51.5185175,-0.0884377
1738,Moor Park,"Moor Park, Hertfordshire HA6, UK",51.629278,-0.432108
1739,Moorside,"Moorside OL4, UK",53.5605,-2.0757
1740,Moorthorpe,"Moorthorpe, South Kirkby, West Yorkshire WF9, UK",53.5950121,-1.3049493
1741,Morar,"Morar, Highland PH40, UK",56.970228,-5.822576
1742,Morchard Road,"Morchard Road, Crediton, Devon EX17, UK",50.8318885,-3.7763855
1743,Morden,"Morden, Greater London, UK",51.394943,-0.19446
1744,Morden Road,"Morden Road, London SW19, UK",51.40887,-0.19281
1745,Morden South,"Morden South, Morden, Greater London SM4, UK",51.3961137,-0.1994363
1746,Morecambe,"Morecambe, Lancashire, UK",54.074166,-2.864968
1747,Moreton (Dorset),"Moreton, Dorset DT2, UK",50.702821,-2.285468
1748,Moreton-In-Marsh,"Moreton-in-Marsh, Gloucestershire GL56, UK",51.991103,-1.705911
1749,Moreton (Merseyside),"Moreton (Merseyside), Birkenhead, Merseyside CH46, UK",53.4072226,-3.1134998
1750,Morfa Mawddach,"Morfa Mawddach, Arthog, Gwynedd LL39, UK",52.707142,-4.0321779
1751,Morley,"Morley, West Yorkshire, UK",53.744513,-1.598045
1752,Mornington Crescent,"Mornington Crescent, London NW1, UK",51.53468,-0.13876
1753,Morpeth,"Morpeth, Northumberland NE61, UK",55.16875,-1.687493
1754,Mortimer,"Mortimer, West Berkshire RG7, UK",51.3763689,-1.061466
1755,Mortlake,"Mortlake VIC 3272, Australia",-38.0810074,142.8054953
1756,Moses Gate,"Moses Gate, Farnworth, UK",53.5554123,-2.4004347
1757,Mossley (Greater Manchester),"Mossley, UK",53.514681,-2.038679
1758,Mossley Hill,"Mossley Hill, Liverpool, Merseyside L18, UK",53.379489,-2.918066
1759,Mosspark,"Mosspark, Glasgow, Glasgow City G52, UK",55.839735,-4.329397
1760,Moss Side,"Moss Side, Manchester M14, UK",53.453605,-2.241047
1761,Moston,"Moston, Manchester M40, UK",53.512261,-2.186033
1762,Motherwell,"Motherwell, North Lanarkshire, UK",55.7832092,-3.9810968
1763,Motspur Park,"Motspur Park, New Malden, Greater London KT3, UK",51.38911,-0.243472
1764,Mottingham,"Mottingham, London SE9, UK",51.4354749,0.041365
1765,Mouldsworth,"Mouldsworth, Cheshire West and Chester WA6, UK",53.238444,-2.730547
1766,Moulsecoomb,"Moulsecoomb, Brighton, The City of Brighton and Hove BN2, UK",50.846208,-0.111278
1767,Mountain Ash,"Mountain Ash, Rhondda Cynon Taff CF45, UK",51.681615,-3.373141
1768,Mount Florida,"Mount Florida, Glasgow, Glasgow City G44, UK",55.824792,-4.256522
1769,Mt. Vernon,"Mount Vernon, Glasgow, Glasgow City G71, UK",55.8401962,-4.133656
1770,Mudchute,"Mudchute, Isle of Dogs, London E14, UK",51.4907,-0.01471
1771,Muirend,"Muirend, Glasgow, Glasgow City G44, UK",55.810124,-4.277654
1772,Muir Of Ord,"Muir of Ord, Highland IV6, UK",57.518417,-4.461075
1773,Musselburgh,"Musselburgh, East Lothian, UK",55.941941,-3.053918
1774,Mytholmroyd,"Mytholmroyd, West Yorkshire, UK",53.7309278,-1.9837091
1775,Nafferton,"Nafferton, East Riding of Yorkshire YO25, UK",54.01943,-0.3901839
1776,Nailsea & Backwell,"Nailsea & Backwell, West Town, North Somerset BS48, UK",51.4194044,-2.750638
1777,Nairn,"Nairn, Highland, UK",57.586422,-3.868475
1778,Nantwich,"Nantwich, Cheshire East CW5, UK",53.067185,-2.524102
1779,Narberth,"Narberth, Pembrokeshire, UK",51.799763,-4.744008
1780,Narborough,"Narborough, Leicestershire LE19, UK",52.571663,-1.212019
1781,Navigation Road,"Navigation Road, Altrincham WA15, UK",53.3953905,-2.3434167
1782,Neasden,"Neasden, London NW10, UK",51.55399,-0.24981
1783,Neath,"Neath, Neath Port Talbot, UK",51.656991,-3.805476
1784,Needham Market,"Needham Market, Suffolk IP6, UK",52.155608,1.049566
1785,Neilston,"Neilston, East Renfrewshire G78, UK",55.7854952,-4.4248836
1786,Neston,"Neston, Cheshire West and Chester, UK",53.290584,-3.069102
1787,Netherfield,"Netherfield, Nottinghamshire, UK",52.962732,-1.074676
1788,Nethertown,"Nethertown, Egremont, Cumbria CA22, UK",54.4564243,-3.5658365
1789,Netley,"Netley Abbey, Hampshire SO31, UK",50.872964,-1.353207
1790,New Addington,"New Addington, Greater London, UK",51.348184,-0.017094
1791,Newark Castle,"Newark, DE, USA",39.6837226,-75.7496572
1792,Newark North Gate,"North Gate, Newark, Nottinghamshire NG24, UK",53.081665,-0.8050072
1793,New Barnet,"New Barnet, Greater London, UK",51.649276,-0.176187
1794,New Beckenham,"New Beckenham, Beckenham, Greater London BR3, UK",51.4167672,-0.0352473
1795,Newbridge,"Newbridge, City of Edinburgh EH28, UK",55.943197,-3.411193
1796,Newbury,"Newbury, West Berkshire, UK",51.401409,-1.3231139
1797,Newbury Park,"Newbury Park, Ilford, Greater London IG2, UK",51.576158,0.090479
1798,Newbury Racecourse,"Newbury Racecourse, Newbury, West Berkshire RG14, UK",51.3984582,-1.3077798
1799,Newcastle,"Newcastle upon Tyne, Tyne and Wear, UK",54.978252,-1.61778
1800,New Clee,"New Clee, Grimsby, North East Lincolnshire DN31, UK",53.5744021,-0.0608181
1801,Newcraighall,"Newcraighall, City of Edinburgh EH21, UK",55.935801,-3.087466
1802,New Cross,"New Cross, London SE14, UK",51.471022,-0.040245
1803,New Cross Gate,"London Borough of Lewisham, Greater London, UK",51.4414579,-0.0117006
1804,New Cross Gate (Underground),"London Borough of Lewisham, Greater London, UK",51.4414579,-0.0117006
1805,New Cross (Underground),"New Cross, London SE14, UK",51.471022,-0.040245
1806,New Eltham,"New Eltham, London SE9, UK",51.434194,0.064425
1807,Newhaven Harbour,"Newhaven Harbour, Newhaven, East Sussex BN9, UK",50.7897844,0.0550208
1808,Newhaven Town,"Newhaven, East Sussex BN9, UK",50.79307,0.045574
1809,New Hey,"New Hey, Liverpool, Merseyside L12 1LH, UK",53.4228771,-2.9116175
1810,New Holland,"New Holland, North Lincolnshire DN19, UK",53.700318,-0.360025
1811,New Hythe,"New Hythe, Kent ME20, UK",51.3105126,0.447421
1812,Newington,"Newington, Kent ME9, UK",51.352149,0.6667419
1813,New Lane,"New Lane, Nottingham, Nottinghamshire NG13, UK",52.9558049,-0.9121881
1814,New Malden,"New Malden, Greater London, UK",51.400663,-0.259263
1815,Newmarket,"Newmarket, Suffolk CB8, UK",52.24488,0.407962
1816,New Mills Central,"New Mills Central, High Peak, Derbyshire SK22, UK",53.3648561,-2.0056702
1817,New Mills Newtown,"New Mills Newtown, High Peak, Derbyshire SK22, UK",53.3596425,-2.0085243
1818,New Milton,"New Milton, Hampshire, UK",50.7531235,-1.6550806
1819,Newport (Essex),"Newport, Essex CB11, UK",51.982656,0.213957
1820,Newport (Gwent),"Newport, UK",51.581186,-3.0305937
1821,New Pudsey,"New Pudsey, Stanningley, Pudsey, West Yorkshire LS28, UK",53.8044975,-1.6807967
1822,Newquay,"Newquay, Cornwall, UK",50.415497,-5.073719
1823,New Southgate,"New Southgate, London N11, UK",51.611001,-0.135469
1824,Newstead,"Newstead Village, Nottinghamshire NG15, UK",53.0689737,-1.2251656
1825,Newton,"Newton, MA, USA",42.3370413,-71.2092214
1826,Newton Abbot,"Newton Abbot, Devon TQ12, UK",50.528905,-3.60836
1827,Newton Aycliffe,"Newton Aycliffe, County Durham, UK",54.615988,-1.575577
1828,Newton For Hyde,"Newton for Hyde, Hyde SK14, UK",53.4563947,-2.0671422
1829,Newton-Le-Willows,"Newton-le-Willows, Merseyside, UK",53.452889,-2.63508
1830,Newtonmore,"Newtonmore, Highland PH20, UK",57.066379,-4.121542
1831,Newton-On-Ayr,"Newton-On-Ayr, Ayr, South Ayrshire KA8, UK",55.4740529,-4.6258055
